Std_1,,Std_2,,Std_3,,Std_4,,Std_5,,Std_6,,Std_7,,Std_8,,Std_9,,Std_10,,Std_11,,Std_12,,Std_13,,Std_14,,Std_15,,Std_16,,Std_17,,Std_18,,Std_19,,Std_20,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
642.0687866,0.014189579,642.0687866,0.01487371,642.0687866,0.013555714,642.0687866,0.014501492,642.0687866,0.013741632,642.0687866,0.014028038,642.0687866,0.013787777,642.0687866,0.013716625,642.0687866,0.013788525,642.0687866,0.014149087,642.0687866,0.015160945,642.0687866,0.015201235,642.0687866,0.01425586,642.0687866,0.01410138,642.0687866,0.014005661,642.0687866,0.014810175,642.0687866,0.014971551,642.0687866,0.018119236,642.0687866,0.014076165,642.0687866,0.013620589
641.0429077,0.014815906,641.0429077,0.014260755,641.0429077,0.014218947,641.0429077,0.014173291,641.0429077,0.014427359,641.0429077,0.01282422,641.0429077,0.013910444,641.0429077,0.013595428,641.0429077,0.014220257,641.0429077,0.013303115,641.0429077,0.014835915,641.0429077,0.014576226,641.0429077,0.014301818,641.0429077,0.014056726,641.0429077,0.01358982,641.0429077,0.014614643,641.0429077,0.01483404,641.0429077,0.01819681,641.0429077,0.013800576,641.0429077,0.014405336
640.0167236,0.014274398,640.0167236,0.014457172,640.0167236,0.014229245,640.0167236,0.013294494,640.0167236,0.01393327,640.0167236,0.013861854,640.0167236,0.01344356,640.0167236,0.013354445,640.0167236,0.014047368,640.0167236,0.01412042,640.0167236,0.015035325,640.0167236,0.014538483,640.0167236,0.014094428,640.0167236,0.014401483,640.0167236,0.013809341,640.0167236,0.014491803,640.0167236,0.014393884,640.0167236,0.017679164,640.0167236,0.013518379,640.0167236,0.013627347
638.9902344,0.014104803,638.9902344,0.014862674,638.9902344,0.01369429,638.9902344,0.014176474,638.9902344,0.013665893,638.9902344,0.014320439,638.9902344,0.013819709,638.9902344,0.014633731,638.9902344,0.013638913,638.9902344,0.013941236,638.9902344,0.014951644,638.9902344,0.014659032,638.9902344,0.01475894,638.9902344,0.014318379,638.9902344,0.013846914,638.9902344,0.014595849,638.9902344,0.014833879,638.9902344,0.018046914,638.9902344,0.013845872,638.9902344,0.014192922
637.9634399,0.01429406,637.9634399,0.01429101,637.9634399,0.014380184,637.9634399,0.014620987,637.9634399,0.014104963,637.9634399,0.014091674,637.9634399,0.013803141,637.9634399,0.014065897,637.9634399,0.013562096,637.9634399,0.013878825,637.9634399,0.015014691,637.9634399,0.013862923,637.9634399,0.014323622,637.9634399,0.014560941,637.9634399,0.01327872,637.9634399,0.015034843,637.9634399,0.015013405,637.9634399,0.017746331,637.9634399,0.014165642,637.9634399,0.013852661
636.9363403,0.01371406,636.9363403,0.014289405,636.9363403,0.013842371,636.9363403,0.013964037,636.9363403,0.014308265,636.9363403,0.014068518,636.9363403,0.014268539,636.9363403,0.013881604,636.9363403,0.013645751,636.9363403,0.014564501,636.9363403,0.01494039,636.9363403,0.014326939,636.9363403,0.014103894,636.9363403,0.014657453,636.9363403,0.013707968,636.9363403,0.014926326,636.9363403,0.01486838,636.9363403,0.018376192,636.9363403,0.013795606,636.9363403,0.01414636
636.0557251,0.014452649,636.0557251,0.013612976,636.0557251,0.013507511,636.0557251,0.014074828,636.0557251,0.014831656,636.0557251,0.014001356,636.0557251,0.013565382,636.0557251,0.013810623,636.0557251,0.013843199,636.0557251,0.013774176,636.0557251,0.014966621,636.0557251,0.014598285,636.0557251,0.01407547,636.0557251,0.014406353,636.0557251,0.013499741,636.0557251,0.014602408,636.0557251,0.014569775,636.0557251,0.018754505,636.0557251,0.013550746,636.0557251,0.013942572
635.0280762,0.014139487,635.0280762,0.013894326,635.0280762,0.01358998,635.0280762,0.014105739,635.0280762,0.013987829,635.0280762,0.013537207,635.0280762,0.013906594,635.0280762,0.014040176,635.0280762,0.01373701,635.0280762,0.013588912,635.0280762,0.014898035,635.0280762,0.013772734,635.0280762,0.014306312,635.0280762,0.014741131,635.0280762,0.014026594,635.0280762,0.0152322,635.0280762,0.01477367,635.0280762,0.017593516,635.0280762,0.013588832,635.0280762,0.014223119
634.0001221,0.014342939,634.0001221,0.014411839,634.0001221,0.014013735,634.0001221,0.014624414,634.0001221,0.013587362,634.0001221,0.013707675,634.0001221,0.01438971,634.0001221,0.014244786,634.0001221,0.013542654,634.0001221,0.014428483,634.0001221,0.015019944,634.0001221,0.014208836,634.0001221,0.014232802,634.0001221,0.014726482,634.0001221,0.013874896,634.0001221,0.015135159,634.0001221,0.015030341,634.0001221,0.017436311,634.0001221,0.014192146,634.0001221,0.0140544
632.9718628,0.014207873,632.9718628,0.014695742,632.9718628,0.013703053,632.9718628,0.014060336,632.9718628,0.013761191,632.9718628,0.014055657,632.9718628,0.013616369,632.9718628,0.014028145,632.9718628,0.014095926,632.9718628,0.013840313,632.9718628,0.014787971,632.9718628,0.014677614,632.9718628,0.014245507,632.9718628,0.014388934,632.9718628,0.013820111,632.9718628,0.015014932,632.9718628,0.014928656,632.9718628,0.01779471,632.9718628,0.014092503,632.9718628,0.014121864
631.9433594,0.013833926,631.9433594,0.015047894,631.9433594,0.013826284,631.9433594,0.014614,631.9433594,0.014063491,631.9433594,0.013987589,631.9433594,0.014055764,631.9433594,0.014058518,631.9433594,0.013614793,631.9433594,0.013563966,631.9433594,0.015088629,631.9433594,0.01440349,631.9433594,0.014583989,631.9433594,0.014029669,631.9433594,0.013496135,631.9433594,0.014873845,631.9433594,0.015364876,631.9433594,0.017586347,631.9433594,0.013736716,631.9433594,0.01356183
631.0614624,0.014570471,631.0614624,0.013955804,631.0614624,0.01376779,631.0614624,0.014115821,631.0614624,0.014187894,631.0614624,0.014139006,631.0614624,0.013714541,631.0614624,0.013544871,631.0614624,0.014059347,631.0614624,0.013653178,631.0614624,0.015327601,631.0614624,0.014483373,631.0614624,0.014202978,631.0614624,0.014213918,631.0614624,0.014006061,631.0614624,0.015166761,631.0614624,0.015529892,631.0614624,0.017296696,631.0614624,0.013954441,631.0614624,0.014316479
630.0324097,0.014339193,630.0324097,0.014214506,630.0324097,0.014415933,630.0324097,0.014671938,630.0324097,0.014031648,630.0324097,0.013807257,630.0324097,0.013790609,630.0324097,0.013637925,630.0324097,0.013848651,630.0324097,0.014101407,630.0324097,0.014858468,630.0324097,0.014801952,630.0324097,0.013909027,630.0324097,0.01411812,630.0324097,0.013915977,630.0324097,0.015020935,630.0324097,0.015257938,630.0324097,0.017702648,630.0324097,0.0136999,630.0324097,0.013538061
629.0029907,0.01445578,629.0029907,0.013887485,629.0029907,0.013707328,629.0029907,0.014984787,629.0029907,0.014263617,629.0029907,0.014278464,629.0029907,0.014005741,629.0029907,0.01362911,629.0029907,0.013694343,629.0029907,0.014108226,629.0029907,0.015571345,629.0029907,0.01414906,629.0029907,0.013992775,629.0029907,0.01450275,629.0029907,0.013765251,629.0029907,0.014781811,629.0029907,0.014652232,629.0029907,0.017422674,629.0029907,0.013943936,629.0029907,0.013693328
627.9732666,0.014069774,627.9732666,0.015225551,627.9732666,0.014120313,627.9732666,0.014253104,627.9732666,0.014296896,627.9732666,0.013853194,627.9732666,0.013517525,627.9732666,0.014013333,627.9732666,0.013704709,627.9732666,0.014014055,627.9732666,0.014730446,627.9732666,0.01436635,627.9732666,0.014355487,627.9732666,0.014360812,627.9732666,0.013742807,627.9732666,0.015092998,627.9732666,0.01446057,627.9732666,0.017594432,627.9732666,0.013645297,627.9732666,0.013421507
626.9432983,0.014412294,626.9432983,0.014250082,626.9432983,0.013952089,626.9432983,0.014315087,626.9432983,0.013963316,626.9432983,0.014364424,626.9432983,0.01330042,626.9432983,0.013615862,626.9432983,0.014065417,626.9432983,0.013639955,626.9432983,0.015271049,626.9432983,0.014560888,626.9432983,0.014252944,626.9432983,0.014426556,626.9432983,0.014009992,626.9432983,0.015066037,626.9432983,0.015106023,626.9432983,0.018135268,626.9432983,0.014054294,626.9432983,0.014411517
626.0602417,0.01438583,626.0602417,0.014960324,626.0602417,0.014187814,626.0602417,0.014901892,626.0602417,0.014020205,626.0602417,0.014287105,626.0602417,0.013909,626.0602417,0.01425717,626.0602417,0.014240799,626.0602417,0.014178853,626.0602417,0.015411408,626.0602417,0.014555079,626.0602417,0.01478465,626.0602417,0.014160373,626.0602417,0.0142102,626.0602417,0.015596754,626.0602417,0.014545335,626.0602417,0.017656032,626.0602417,0.013459714,626.0602417,0.014248798
625.0296631,0.014654213,625.0296631,0.013916831,625.0296631,0.014280123,625.0296631,0.014206001,625.0296631,0.01402213,625.0296631,0.013956071,625.0296631,0.014143926,625.0296631,0.014295397,625.0296631,0.013940006,625.0296631,0.013669045,625.0296631,0.015271854,625.0296631,0.014897928,625.0296631,0.014094081,625.0296631,0.01441224,625.0296631,0.0137897,625.0296631,0.015202147,625.0296631,0.014929755,625.0296631,0.017382475,625.0296631,0.013775111,625.0296631,0.014832379
623.9988403,0.014377856,623.9988403,0.014072368,623.9988403,0.014269743,623.9988403,0.014563725,623.9988403,0.014111836,623.9988403,0.013777756,623.9988403,0.014184336,623.9988403,0.013931667,623.9988403,0.014292615,623.9988403,0.014145985,623.9988403,0.015298077,623.9988403,0.014579947,623.9988403,0.014637988,623.9988403,0.015073326,623.9988403,0.014515223,623.9988403,0.014951429,623.9988403,0.014724367,623.9988403,0.01764657,623.9988403,0.014469108,623.9988403,0.014236306
622.9677124,0.013985022,622.9677124,0.014344973,622.9677124,0.014337347,622.9677124,0.014495336,622.9677124,0.014220552,622.9677124,0.014030177,622.9677124,0.014164171,622.9677124,0.014595474,622.9677124,0.013832991,622.9677124,0.014224938,622.9677124,0.015509129,622.9677124,0.014963432,622.9677124,0.014416334,622.9677124,0.014653035,622.9677124,0.014383608,622.9677124,0.015377964,622.9677124,0.014982429,622.9677124,0.018304879,622.9677124,0.013920012,622.9677124,0.014401858
621.9362793,0.014804604,621.9362793,0.014403678,621.9362793,0.0138463,621.9362793,0.014139006,621.9362793,0.014066539,621.9362793,0.01450888,621.9362793,0.013962754,621.9362793,0.013948587,621.9362793,0.014097583,621.9362793,0.014105445,621.9362793,0.015646612,621.9362793,0.014291947,621.9362793,0.014635311,621.9362793,0.014885711,621.9362793,0.013667629,621.9362793,0.015369569,621.9362793,0.014805514,621.9362793,0.018416081,621.9362793,0.013895663,621.9362793,0.014357869
621.052002,0.014970881,621.052002,0.014004805,621.052002,0.01418209,621.052002,0.014206135,621.052002,0.014352946,621.052002,0.014292161,621.052002,0.014169387,621.052002,0.014227184,621.052002,0.013882406,621.052002,0.014180914,621.052002,0.015280568,621.052002,0.015393814,621.052002,0.015119907,621.052002,0.014343768,621.052002,0.013991759,621.052002,0.015893837,621.052002,0.015284939,621.052002,0.018419214,621.052002,0.013974275,621.052002,0.013995877
620.0200195,0.014932434,620.0200195,0.014036967,620.0200195,0.013698405,620.0200195,0.014524698,620.0200195,0.015112189,620.0200195,0.014722091,620.0200195,0.014468974,620.0200195,0.013988364,620.0200195,0.013758785,620.0200195,0.014467128,620.0200195,0.015537297,620.0200195,0.01429636,620.0200195,0.014624788,620.0200195,0.014516026,620.0200195,0.014241255,620.0200195,0.015094525,620.0200195,0.01506408,620.0200195,0.018281929,620.0200195,0.01369055,620.0200195,0.014180699
618.9877319,0.014244813,618.9877319,0.01471387,618.9877319,0.01410384,618.9877319,0.015023266,618.9877319,0.014915019,618.9877319,0.014457439,618.9877319,0.014252597,618.9877319,0.014283279,618.9877319,0.01437106,618.9877319,0.014461587,618.9877319,0.015919374,618.9877319,0.014367715,618.9877319,0.014216432,618.9877319,0.013929608,618.9877319,0.013801859,618.9877319,0.01513095,618.9877319,0.014787463,618.9877319,0.017604515,618.9877319,0.014163262,618.9877319,0.013893685
617.9552002,0.014619113,617.9552002,0.014607521,617.9552002,0.013973393,617.9552002,0.014836129,617.9552002,0.014191852,617.9552002,0.013965695,617.9552002,0.014176206,617.9552002,0.014421312,617.9552002,0.01324205,617.9552002,0.014222129,617.9552002,0.014981894,617.9552002,0.014325869,617.9552002,0.014714994,617.9552002,0.014423533,617.9552002,0.013939979,617.9552002,0.015307382,617.9552002,0.014556739,617.9552002,0.01795898,617.9552002,0.013660925,617.9552002,0.013598099
617.0698853,0.0148387,617.0698853,0.01413371,617.0698853,0.014002934,617.0698853,0.014866237,617.0698853,0.013900019,617.0698853,0.013759587,617.0698853,0.013256729,617.0698853,0.014424255,617.0698853,0.013795873,617.0698853,0.013411895,617.0698853,0.014551144,617.0698853,0.015110794,617.0698853,0.014186637,617.0698853,0.013687639,617.0698853,0.014213223,617.0698853,0.014984037,617.0698853,0.014779883,617.0698853,0.018128872,617.0698853,0.013760309,617.0698853,0.01414422
616.0368042,0.014464665,616.0368042,0.014041166,616.0368042,0.013748899,616.0368042,0.014330445,616.0368042,0.013960268,616.0368042,0.01434837,616.0368042,0.013856749,616.0368042,0.013837614,616.0368042,0.013614232,616.0368042,0.013873265,616.0368042,0.014965549,616.0368042,0.014600935,616.0368042,0.01426343,616.0368042,0.014256394,616.0368042,0.013853301,616.0368042,0.014959119,616.0368042,0.014369695,616.0368042,0.017734412,616.0368042,0.01388866,616.0368042,0.013967619
615.003418,0.014249948,615.003418,0.014191585,615.003418,0.01369429,615.003418,0.014099936,615.003418,0.013907423,615.003418,0.013880428,615.003418,0.013827031,615.003418,0.013717988,615.003418,0.013872036,615.003418,0.013278079,615.003418,0.015149875,615.003418,0.014202845,615.003418,0.014548922,615.003418,0.014901946,615.003418,0.013836919,615.003418,0.01435934,615.003418,0.014737221,615.003418,0.017512333,615.003418,0.013599835,615.003418,0.014092342
613.9697266,0.014618444,613.9697266,0.013996812,613.9697266,0.013964572,613.9697266,0.013938402,613.9697266,0.013184035,613.9697266,0.014398701,613.9697266,0.013485909,613.9697266,0.014111221,613.9697266,0.013674094,613.9697266,0.013315954,613.9697266,0.015567212,613.9697266,0.014354337,613.9697266,0.014118147,613.9697266,0.014252543,613.9697266,0.013521236,613.9697266,0.015258153,613.9697266,0.014232695,613.9697266,0.01779595,613.9697266,0.014297966,613.9697266,0.013714086
612.935791,0.014049775,612.935791,0.014059748,612.935791,0.013983445,612.935791,0.014336598,612.935791,0.013226945,612.935791,0.013396732,612.935791,0.014313991,612.935791,0.013714246,612.935791,0.013260491,612.935791,0.013595055,612.935791,0.014672179,612.935791,0.013842665,612.935791,0.014423212,612.935791,0.014791158,612.935791,0.013525002,612.935791,0.014921208,612.935791,0.014136117,612.935791,0.017697822,612.935791,0.013414058,612.935791,0.013627213
612.0493164,0.014653383,612.0493164,0.014142776,612.0493164,0.013923059,612.0493164,0.013679731,612.0493164,0.01381009,612.0493164,0.013557636,612.0493164,0.014017692,612.0493164,0.013789674,612.0493164,0.013488899,612.0493164,0.013284512,612.0493164,0.015238313,612.0493164,0.014035311,612.0493164,0.013690977,612.0493164,0.01400272,612.0493164,0.013799909,612.0493164,0.014909741,612.0493164,0.014489315,612.0493164,0.017485248,612.0493164,0.013319744,612.0493164,0.013920574
611.0148315,0.013752693,611.0148315,0.013808166,611.0148315,0.013357061,611.0148315,0.013889836,611.0148315,0.013631674,611.0148315,0.013423616,611.0148315,0.013233056,611.0148315,0.013573394,611.0148315,0.013414912,611.0148315,0.013460781,611.0148315,0.014881372,611.0148315,0.013769767,611.0148315,0.013919906,611.0148315,0.014373441,611.0148315,0.01338915,611.0148315,0.014676517,611.0148315,0.01459194,611.0148315,0.017472528,611.0148315,0.01345731,611.0148315,0.013682696
609.9799805,0.014287801,609.9799805,0.013785479,609.9799805,0.013461716,609.9799805,0.014097797,609.9799805,0.013298257,609.9799805,0.013980771,609.9799805,0.013772332,609.9799805,0.013980344,609.9799805,0.013497096,609.9799805,0.012868133,609.9799805,0.015057622,609.9799805,0.013886415,609.9799805,0.013714488,609.9799805,0.013962434,609.9799805,0.013770943,609.9799805,0.014938757,609.9799805,0.014304333,609.9799805,0.017330451,609.9799805,0.013159967,609.9799805,0.013168452
608.9449463,0.013942893,608.9449463,0.013743716,608.9449463,0.013382929,608.9449463,0.013775539,608.9449463,0.013868642,608.9449463,0.01385397,608.9449463,0.013469433,608.9449463,0.013737812,608.9449463,0.013463025,608.9449463,0.013692127,608.9449463,0.014585596,608.9449463,0.013902612,608.9449463,0.013791384,608.9449463,0.01468712,608.9449463,0.013578068,608.9449463,0.014576628,608.9449463,0.014496085,608.9449463,0.017400688,608.9449463,0.013173175,608.9449463,0.013890558
608.0574951,0.014636435,608.0574951,0.013318436,608.0574951,0.013505161,608.0574951,0.013664531,608.0574951,0.013520943,608.0574951,0.013329113,608.0574951,0.013215844,608.0574951,0.013386026,608.0574951,0.013175577,608.0574951,0.01336579,608.0574951,0.014928656,608.0574951,0.013503879,608.0574951,0.013506202,608.0574951,0.013790582,608.0574951,0.013673667,608.0574951,0.014730098,608.0574951,0.014431909,608.0574951,0.017622765,608.0574951,0.013363281,608.0574951,0.01363942
607.0218506,0.013802661,607.0218506,0.013796275,607.0218506,0.013142758,607.0218506,0.013476803,607.0218506,0.013317768,607.0218506,0.0135375,607.0218506,0.013092813,607.0218506,0.013290971,607.0218506,0.013053358,607.0218506,0.013368727,607.0218506,0.015060061,607.0218506,0.013559186,607.0218506,0.01364316,607.0218506,0.014083999,607.0218506,0.013815888,607.0218506,0.014555587,607.0218506,0.014149916,607.0218506,0.017768066,607.0218506,0.013268445,607.0218506,0.013272822
605.9859619,0.013671797,605.9859619,0.014197174,605.9859619,0.013414565,605.9859619,0.013389283,605.9859619,0.01389577,605.9859619,0.013401911,605.9859619,0.012933414,605.9859619,0.013207144,605.9859619,0.012915412,605.9859619,0.013349534,605.9859619,0.014353587,605.9859619,0.013703881,605.9859619,0.01385127,605.9859619,0.013994459,605.9859619,0.013203168,605.9859619,0.014750798,605.9859619,0.013898496,605.9859619,0.017620554,605.9859619,0.012755518,605.9859619,0.013326123
604.9497681,0.013995608,604.9497681,0.013251284,604.9497681,0.013299859,604.9497681,0.013760602,604.9497681,0.013425084,604.9497681,0.013391125,604.9497681,0.013223583,604.9497681,0.01313542,604.9497681,0.013408531,604.9497681,0.013130805,604.9497681,0.014661737,604.9497681,0.01358365,604.9497681,0.014346658,604.9497681,0.01426335,604.9497681,0.013167625,604.9497681,0.014384598,604.9497681,0.014162914,604.9497681,0.017209804,604.9497681,0.013278933,604.9497681,0.014065336
