Std_1,,Std_2,,Std_3,,Std_4,,Std_5,,Std_6,,Std_7,,Std_8,,Std_9,,Std_10,,Std_11,,Std_12,,Std_13,,Std_14,,Std_15,,Std_16,,Std_17,,Std_18,,Std_19,,Std_20,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
499.06073,0.025714276,499.06073,0.024862682,499.06073,0.024538392,499.06073,0.025036313,499.06073,0.024743816,499.06073,0.024978619,499.06073,0.024410388,499.06073,0.024819622,499.06073,0.024348944,499.06073,0.024398778,499.06073,0.025768632,499.06073,0.025623459,499.06073,0.025042975,499.06073,0.025723642,499.06073,0.02504218,499.06073,0.026119353,499.06073,0.025792448,499.06073,0.029952293,499.06073,0.024366632,499.06073,0.02479616
497.9979858,0.025261918,497.9979858,0.024791282,497.9979858,0.024952052,497.9979858,0.025304802,497.9979858,0.024647668,497.9979858,0.02475708,497.9979858,0.025021449,497.9979858,0.024461815,497.9979858,0.024641093,497.9979858,0.024530258,497.9979858,0.025890555,497.9979858,0.025083343,497.9979858,0.024980238,497.9979858,0.025579087,497.9979858,0.025285376,497.9979858,0.026344918,497.9979858,0.025661986,497.9979858,0.029534595,497.9979858,0.024842864,497.9979858,0.024853747
496.9350281,0.025122371,496.9350281,0.02486038,496.9350281,0.024691205,496.9350281,0.025081534,496.9350281,0.024942264,496.9350281,0.024967542,496.9350281,0.024717839,496.9350281,0.024581317,496.9350281,0.024381801,496.9350281,0.024664162,496.9350281,0.026077652,496.9350281,0.02520008,496.9350281,0.024924966,496.9350281,0.025562972,496.9350281,0.02486282,496.9350281,0.026304377,496.9350281,0.025525413,496.9350281,0.030129109,496.9350281,0.024658984,496.9350281,0.024961155
496.0237122,0.025179287,496.0237122,0.024782211,496.0237122,0.02483286,496.0237122,0.025114471,496.0237122,0.025126925,496.0237122,0.025291851,496.0237122,0.024932751,496.0237122,0.024935026,496.0237122,0.024551924,496.0237122,0.024525739,496.0237122,0.026031118,496.0237122,0.025368987,496.0237122,0.025273908,496.0237122,0.025624255,496.0237122,0.025161155,496.0237122,0.026194932,496.0237122,0.025609482,496.0237122,0.029638955,496.0237122,0.025005599,496.0237122,0.024698878
494.9603271,0.025121767,494.9603271,0.0249594,494.9603271,0.024573864,494.9603271,0.025065189,494.9603271,0.025152048,494.9603271,0.025027702,494.9603271,0.024760231,494.9603271,0.024603451,494.9603271,0.024961373,494.9603271,0.024456995,494.9603271,0.025646416,494.9603271,0.02519517,494.9603271,0.02530867,494.9603271,0.025490111,494.9603271,0.025158029,494.9603271,0.026187701,494.9603271,0.025364075,494.9603271,0.029321881,494.9603271,0.024637641,494.9603271,0.024951449
494.048645,0.025053972,494.048645,0.024882281,494.048645,0.024497528,494.048645,0.02527421,494.048645,0.025206499,494.048645,0.024467649,494.048645,0.024235668,494.048645,0.024294876,494.048645,0.02424938,494.048645,0.024500815,494.048645,0.025633344,494.048645,0.0250124,494.048645,0.024832834,494.048645,0.025299286,494.048645,0.02449457,494.048645,0.025715623,494.048645,0.025510836,494.048645,0.029419651,494.048645,0.024234599,494.048645,0.024657421
492.9848022,0.024659285,492.9848022,0.024210431,492.9848022,0.024053847,492.9848022,0.024658628,492.9848022,0.024733074,492.9848022,0.024144474,492.9848022,0.024336789,492.9848022,0.023927955,492.9848022,0.023687158,492.9848022,0.024010155,492.9848022,0.025444765,492.9848022,0.02466934,492.9848022,0.024569044,492.9848022,0.025451763,492.9848022,0.024723949,492.9848022,0.025632961,492.9848022,0.025139842,492.9848022,0.029465552,492.9848022,0.024341881,492.9848022,0.024244454
492.0727539,0.0251083,492.0727539,0.024697479,492.0727539,0.024558717,492.0727539,0.024215521,492.0727539,0.024717182,492.0727539,0.024331123,492.0727539,0.023963021,492.0727539,0.023842324,492.0727539,0.02351311,492.0727539,0.023792336,492.0727539,0.025199121,492.0727539,0.024457406,492.0727539,0.024701782,492.0727539,0.02497045,492.0727539,0.024104796,492.0727539,0.025543889,492.0727539,0.024781115,492.0727539,0.029628562,492.0727539,0.024493063,492.0727539,0.024253923
491.0084839,0.024702631,491.0084839,0.024379775,491.0084839,0.024275001,491.0084839,0.024534229,491.0084839,0.025059264,491.0084839,0.024984844,491.0084839,0.023903502,491.0084839,0.023818834,491.0084839,0.023760017,491.0084839,0.023811396,491.0084839,0.025412707,491.0084839,0.024957838,491.0084839,0.024497965,491.0084839,0.025401015,491.0084839,0.024481615,491.0084839,0.025964472,491.0084839,0.025116529,491.0084839,0.028959323,491.0084839,0.023777435,491.0084839,0.024362059
489.9440002,0.024276206,489.9440002,0.02382247,489.9440002,0.023836143,489.9440002,0.024262,489.9440002,0.024724524,489.9440002,0.024327591,489.9440002,0.023744598,489.9440002,0.023658454,489.9440002,0.023420922,489.9440002,0.023434801,489.9440002,0.025089815,489.9440002,0.024278369,489.9440002,0.023989776,489.9440002,0.02503272,489.9440002,0.023780633,489.9440002,0.025232589,489.9440002,0.02455732,489.9440002,0.028833799,489.9440002,0.023980092,489.9440002,0.024090458
489.0313721,0.024169076,489.0313721,0.023465866,489.0313721,0.0234286,489.0313721,0.024054861,489.0313721,0.024504539,489.0313721,0.023865186,489.0313721,0.023742136,489.0313721,0.023265088,489.0313721,0.023034267,489.0313721,0.023296086,489.0313721,0.02464838,489.0313721,0.024180325,489.0313721,0.024214098,489.0313721,0.024757244,489.0313721,0.023491468,489.0313721,0.024859833,489.0313721,0.024489366,489.0313721,0.028569531,489.0313721,0.023324875,489.0313721,0.023581924
487.9664612,0.024253596,487.9664612,0.023338504,487.9664612,0.023247145,487.9664612,0.023993468,487.9664612,0.024312725,487.9664612,0.02362027,487.9664612,0.023424501,487.9664612,0.023152392,487.9664612,0.022970345,487.9664612,0.023022121,487.9664612,0.02469633,487.9664612,0.023895899,487.9664612,0.023708263,487.9664612,0.024484519,487.9664612,0.023663102,487.9664612,0.025115266,487.9664612,0.024221571,487.9664612,0.028980823,487.9664612,0.023397947,487.9664612,0.02385411
487.0534668,0.023373524,487.0534668,0.022836089,487.0534668,0.022952277,487.0534668,0.023833353,487.0534668,0.024384594,487.0534668,0.023626639,487.0534668,0.023044994,487.0534668,0.022834014,487.0534668,0.022693638,487.0534668,0.022655563,487.0534668,0.02482428,487.0534668,0.023968438,487.0534668,0.023158753,487.0534668,0.024381664,487.0534668,0.023504967,487.0534668,0.024782622,487.0534668,0.023851814,487.0534668,0.027600566,487.0534668,0.022783708,487.0534668,0.02318158
485.9880981,0.023481688,485.9880981,0.022717284,485.9880981,0.022526313,485.9880981,0.022780979,485.9880981,0.023703204,485.9880981,0.022907795,485.9880981,0.022390859,485.9880981,0.022386689,485.9880981,0.02228561,485.9880981,0.021997929,485.9880981,0.023637708,485.9880981,0.022939287,485.9880981,0.022597423,485.9880981,0.023431987,485.9880981,0.022449654,485.9880981,0.023786895,485.9880981,0.0232732,485.9880981,0.027498681,485.9880981,0.022523532,485.9880981,0.022560911
485.0747681,0.022972008,485.0747681,0.022425665,485.0747681,0.022346843,485.0747681,0.022614166,485.0747681,0.023552299,485.0747681,0.022601323,485.0747681,0.022547578,485.0747681,0.022137646,485.0747681,0.021994689,485.0747681,0.022209346,485.0747681,0.023642,485.0747681,0.022776095,485.0747681,0.022546597,485.0747681,0.023133881,485.0747681,0.022303268,485.0747681,0.023864366,485.0747681,0.023343449,485.0747681,0.02747502,485.0747681,0.022086358,485.0747681,0.022504529
484.0089722,0.022695929,484.0089722,0.022328502,484.0089722,0.022099486,484.0089722,0.022821082,484.0089722,0.023480102,484.0089722,0.022380065,484.0089722,0.022391021,484.0089722,0.022328829,484.0089722,0.021848675,484.0089722,0.021855589,484.0089722,0.023466194,484.0089722,0.02280695,484.0089722,0.022474078,484.0089722,0.023190919,484.0089722,0.022281086,484.0089722,0.023552872,484.0089722,0.023487316,484.0089722,0.026955046,484.0089722,0.021950061,484.0089722,0.022423185
482.9429626,0.022604022,482.9429626,0.022197114,482.9429626,0.022108201,482.9429626,0.022663664,482.9429626,0.023346044,482.9429626,0.022566939,482.9429626,0.021927571,482.9429626,0.021857876,482.9429626,0.022075245,482.9429626,0.021727854,482.9429626,0.023414392,482.9429626,0.022627911,482.9429626,0.022419833,482.9429626,0.023354294,482.9429626,0.021962585,482.9429626,0.023667749,482.9429626,0.023199685,482.9429626,0.026713392,482.9429626,0.021802973,482.9429626,0.0223451
482.0290833,0.02204613,482.0290833,0.021733325,482.0290833,0.021591045,482.0290833,0.021885425,482.0290833,0.02291489,482.0290833,0.021818051,482.0290833,0.021445846,482.0290833,0.021157525,482.0290833,0.021180872,482.0290833,0.021278078,482.0290833,0.022622157,482.0290833,0.022087501,482.0290833,0.021834167,482.0290833,0.02275962,482.0290833,0.021377426,482.0290833,0.023047315,482.0290833,0.022415552,482.0290833,0.026522938,482.0290833,0.021187667,482.0290833,0.02185126
480.9626465,0.021815302,480.9626465,0.021597845,480.9626465,0.021330087,480.9626465,0.021580407,480.9626465,0.022621201,480.9626465,0.021674519,480.9626465,0.021270303,480.9626465,0.021018259,480.9626465,0.021283569,480.9626465,0.020957485,480.9626465,0.022494497,480.9626465,0.021750988,480.9626465,0.021517351,480.9626465,0.022208748,480.9626465,0.021745544,480.9626465,0.022821328,480.9626465,0.022262884,480.9626465,0.026465433,480.9626465,0.020920323,480.9626465,0.021368479
480.0483704,0.021556277,480.0483704,0.021379655,480.0483704,0.021196581,480.0483704,0.021337591,480.0483704,0.022415526,480.0483704,0.021766147,480.0483704,0.021168588,480.0483704,0.02091011,480.0483704,0.020696528,480.0483704,0.020686047,480.0483704,0.022259587,480.0483704,0.021608893,480.0483704,0.021427762,480.0483704,0.022739325,480.0483704,0.021896398,480.0483704,0.022486972,480.0483704,0.022116128,480.0483704,0.026507832,480.0483704,0.020623665,480.0483704,0.021333976
478.9815063,0.021377997,478.9815063,0.020889631,478.9815063,0.020829255,478.9815063,0.021641677,478.9815063,0.022333708,478.9815063,0.021099584,478.9815063,0.021425286,478.9815063,0.020550108,478.9815063,0.020678202,478.9815063,0.020641064,478.9815063,0.022025896,478.9815063,0.021484466,478.9815063,0.021138038,478.9815063,0.021966398,478.9815063,0.021100672,478.9815063,0.022465572,478.9815063,0.021784328,478.9815063,0.025637465,478.9815063,0.020506578,478.9815063,0.020975659
478.0668945,0.021507967,478.0668945,0.021325737,478.0668945,0.02111513,478.0668945,0.021081923,478.0668945,0.022229508,478.0668945,0.02098476,478.0668945,0.021318994,478.0668945,0.02062019,478.0668945,0.020885013,478.0668945,0.020499602,478.0668945,0.022032568,478.0668945,0.021393551,478.0668945,0.021116706,478.0668945,0.022156877,478.0668945,0.021374408,478.0668945,0.022298336,478.0668945,0.021802209,478.0668945,0.026556317,478.0668945,0.020614136,478.0668945,0.021025784
476.9996033,0.021595996,476.9996033,0.021059124,476.9996033,0.020684961,476.9996033,0.021116598,476.9996033,0.022389606,476.9996033,0.021317799,476.9996033,0.020726176,476.9996033,0.020761799,476.9996033,0.020347336,476.9996033,0.020607838,476.9996033,0.021903966,476.9996033,0.021336151,476.9996033,0.02134526,476.9996033,0.021827335,476.9996033,0.020843105,476.9996033,0.02231485,476.9996033,0.022012716,476.9996033,0.026377622,476.9996033,0.020591771,476.9996033,0.021195114
475.9321289,0.022380665,475.9321289,0.021534216,475.9321289,0.021475926,475.9321289,0.021725841,475.9321289,0.02254747,475.9321289,0.021740183,475.9321289,0.021151572,475.9321289,0.020802641,475.9321289,0.020954849,475.9321289,0.020829933,475.9321289,0.022311198,475.9321289,0.021704206,475.9321289,0.021360921,475.9321289,0.022568956,475.9321289,0.021182122,475.9321289,0.022643536,475.9321289,0.021920191,475.9321289,0.026085211,475.9321289,0.020817088,475.9321289,0.021697594
475.0169373,0.021788465,475.0169373,0.021502772,475.0169373,0.021538651,475.0169373,0.021996405,475.0169373,0.022841955,475.0169373,0.021436274,475.0169373,0.020995736,475.0169373,0.021259619,475.0169373,0.020993264,475.0169373,0.020942599,475.0169373,0.022374205,475.0169373,0.021482999,475.0169373,0.021401627,475.0169373,0.022011463,475.0169373,0.021186117,475.0169373,0.022983445,475.0169373,0.02204624,475.0169373,0.026209587,475.0169373,0.021249045,475.0169373,0.022264138
473.9490356,0.022665136,473.9490356,0.021554645,473.9490356,0.021498773,473.9490356,0.021768488,473.9490356,0.023059051,473.9490356,0.02188224,473.9490356,0.021590419,473.9490356,0.021298794,473.9490356,0.021078145,473.9490356,0.021393117,473.9490356,0.022854859,473.9490356,0.022804741,473.9490356,0.021822162,473.9490356,0.022773422,473.9490356,0.021967921,473.9490356,0.02304554,473.9490356,0.022530757,473.9490356,0.026505079,473.9490356,0.021384876,473.9490356,0.022098722
473.0334778,0.022792518,473.0334778,0.022468381,473.0334778,0.022591315,473.0334778,0.022297082,473.0334778,0.023820501,473.0334778,0.022309236,473.0334778,0.022012934,473.0334778,0.02188812,473.0334778,0.021718005,473.0334778,0.021606389,473.0334778,0.023213392,473.0334778,0.022668272,473.0334778,0.022144184,473.0334778,0.022831477,473.0334778,0.021787349,473.0334778,0.023578262,473.0334778,0.023164378,473.0334778,0.027418133,473.0334778,0.022311797,473.0334778,0.022187551
471.9651489,0.023257032,471.9651489,0.022777978,471.9651489,0.02299357,471.9651489,0.023154495,471.9651489,0.023876181,471.9651489,0.023085805,471.9651489,0.022816963,471.9651489,0.022242069,471.9651489,0.022467999,471.9651489,0.022698684,471.9651489,0.024288498,471.9651489,0.023443982,471.9651489,0.022957163,471.9651489,0.023332031,471.9651489,0.022712456,471.9651489,0.02423802,471.9651489,0.023645854,471.9651489,0.027479239,471.9651489,0.022198804,471.9651489,0.023205364
471.0492859,0.024167024,471.0492859,0.023235265,471.0492859,0.023238052,471.0492859,0.023489119,471.0492859,0.02447225,471.0492859,0.023692435,471.0492859,0.02374077,471.0492859,0.023117663,471.0492859,0.023264214,471.0492859,0.023030719,471.0492859,0.024538118,471.0492859,0.023653809,471.0492859,0.023620488,471.0492859,0.023965238,471.0492859,0.023089927,471.0492859,0.024984295,471.0492859,0.024363073,471.0492859,0.028957635,471.0492859,0.023029108,471.0492859,0.023755971
469.9805298,0.024523411,469.9805298,0.024055243,469.9805298,0.023859169,469.9805298,0.024445932,469.9805298,0.02543233,469.9805298,0.024385853,469.9805298,0.023937885,469.9805298,0.023996122,469.9805298,0.023740551,469.9805298,0.023829389,469.9805298,0.025169274,469.9805298,0.024631284,469.9805298,0.024337227,469.9805298,0.025547514,469.9805298,0.024130354,469.9805298,0.025635323,469.9805298,0.025060553,469.9805298,0.028854905,469.9805298,0.02364435,469.9805298,0.024371998
469.0643005,0.025230285,469.0643005,0.024645831,469.0643005,0.024552416,469.0643005,0.024795584,469.0643005,0.026427193,469.0643005,0.024910435,469.0643005,0.025099004,469.0643005,0.024747625,469.0643005,0.024346838,469.0643005,0.024327016,469.0643005,0.025700489,469.0643005,0.025223343,469.0643005,0.025486102,469.0643005,0.025527801,469.0643005,0.024490926,469.0643005,0.026360402,469.0643005,0.025389433,469.0643005,0.030138459,469.0643005,0.024407512,469.0643005,0.024931654
467.9951477,0.026165925,467.9951477,0.025443748,467.9951477,0.025673026,467.9951477,0.025780967,467.9951477,0.02649256,467.9951477,0.025745973,467.9951477,0.02528779,467.9951477,0.025201425,467.9951477,0.025047336,467.9951477,0.025666051,467.9951477,0.026697315,467.9951477,0.026067646,467.9951477,0.025978433,467.9951477,0.026970388,467.9951477,0.025750615,467.9951477,0.027739588,467.9951477,0.026454043,467.9951477,0.030402655,467.9951477,0.02511801,467.9951477,0.025683379
466.9257507,0.026971186,466.9257507,0.026442213,466.9257507,0.026295852,466.9257507,0.026707886,466.9257507,0.028194757,466.9257507,0.026762834,466.9257507,0.026337821,466.9257507,0.026173403,466.9257507,0.025880307,466.9257507,0.026361365,466.9257507,0.027649947,466.9257507,0.027303584,466.9257507,0.02673379,466.9257507,0.02717228,466.9257507,0.026376713,466.9257507,0.02818683,466.9257507,0.027420422,466.9257507,0.032154895,466.9257507,0.026287848,466.9257507,0.027145358
466.0089722,0.028230723,466.0089722,0.027191021,466.0089722,0.027336966,466.0089722,0.02737413,466.0089722,0.028154569,466.0089722,0.027478522,466.0089722,0.027322356,466.0089722,0.027379368,466.0089722,0.027470857,466.0089722,0.027239745,466.0089722,0.0283175,466.0089722,0.02765025,466.0089722,0.027760945,466.0089722,0.028552668,466.0089722,0.027287072,466.0089722,0.029089978,466.0089722,0.028470432,466.0089722,0.032092098,466.0089722,0.026711382,466.0089722,0.028128358
464.9391785,0.028839719,464.9391785,0.027976541,464.9391785,0.028047998,464.9391785,0.028458187,464.9391785,0.029077936,464.9391785,0.028352233,464.9391785,0.027839625,464.9391785,0.027799524,464.9391785,0.028133579,464.9391785,0.027773721,464.9391785,0.029316895,464.9391785,0.02862809,464.9391785,0.028112229,464.9391785,0.028884949,464.9391785,0.028106043,464.9391785,0.03004083,464.9391785,0.029784257,464.9391785,0.033095144,464.9391785,0.027719086,464.9391785,0.029234266
464.0220642,0.029618779,464.0220642,0.029125325,464.0220642,0.028645094,464.0220642,0.029181439,464.0220642,0.029674929,464.0220642,0.029291114,464.0220642,0.028660662,464.0220642,0.028731624,464.0220642,0.02841159,464.0220642,0.028501196,464.0220642,0.029968852,464.0220642,0.029238751,464.0220642,0.028927475,464.0220642,0.029858118,464.0220642,0.028840244,464.0220642,0.030950766,464.0220642,0.029662428,464.0220642,0.03417483,464.0220642,0.028830478,464.0220642,0.028896652
462.9518738,0.030443635,462.9518738,0.030313239,462.9518738,0.030690042,462.9518738,0.03038422,462.9518738,0.030340359,462.9518738,0.029959338,462.9518738,0.029579705,462.9518738,0.029298535,462.9518738,0.029674901,462.9518738,0.02992506,462.9518738,0.030713879,462.9518738,0.030249707,462.9518738,0.029948605,462.9518738,0.030544464,462.9518738,0.029749909,462.9518738,0.031289283,462.9518738,0.030997802,462.9518738,0.035665613,462.9518738,0.029688593,462.9518738,0.029719694
462.0343933,0.030628927,462.0343933,0.03026597,462.0343933,0.030567598,462.0343933,0.030536771,462.0343933,0.030912738,462.0343933,0.030754054,462.0343933,0.030319817,462.0343933,0.029298535,462.0343933,0.02998466,462.0343933,0.03049781,462.0343933,0.031689905,462.0343933,0.03129724,462.0343933,0.030331088,462.0343933,0.031686675,462.0343933,0.030434666,462.0343933,0.031982299,462.0343933,0.031853557,462.0343933,0.035465013,462.0343933,0.029787833,462.0343933,0.03101212
460.9637756,0.031331267,460.9637756,0.030931139,460.9637756,0.030968223,460.9637756,0.031127624,460.9637756,0.031147566,460.9637756,0.030915575,460.9637756,0.031495672,460.9637756,0.031144368,460.9637756,0.030373367,460.9637756,0.03061565,460.9637756,0.032178786,460.9637756,0.031039061,460.9637756,0.031087831,460.9637756,0.032331716,460.9637756,0.031026661,460.9637756,0.032658588,460.9637756,0.032090146,460.9637756,0.036031228,460.9637756,0.0304242,460.9637756,0.031170899
460.0459595,0.031981546,460.0459595,0.03152537,460.0459595,0.031590592,460.0459595,0.032327924,460.0459595,0.0317434,460.0459595,0.032447491,460.0459595,0.032272268,460.0459595,0.031314906,460.0459595,0.031265859,460.0459595,0.031256709,460.0459595,0.033034723,460.0459595,0.032210927,460.0459595,0.03247533,460.0459595,0.032599315,460.0459595,0.031609301,460.0459595,0.033633433,460.0459595,0.032481994,460.0459595,0.036280852,460.0459595,0.031833194,460.0459595,0.03240858
458.9749451,0.032757197,458.9749451,0.032508135,458.9749451,0.032475133,458.9749451,0.032810573,458.9749451,0.03255152,458.9749451,0.033423148,458.9749451,0.032414772,458.9749451,0.032363202,458.9749451,0.032714684,458.9749451,0.032085158,458.9749451,0.03384592,458.9749451,0.032882631,458.9749451,0.03283754,458.9749451,0.03346844,458.9749451,0.032535169,458.9749451,0.03431499,458.9749451,0.033840939,458.9749451,0.037474927,458.9749451,0.032085631,458.9749451,0.032702852
458.0567932,0.033400502,458.0567932,0.033021342,458.0567932,0.033434302,458.0567932,0.033374339,458.0567932,0.032638691,458.0567932,0.033185802,458.0567932,0.033265725,458.0567932,0.032562483,458.0567932,0.03243516,458.0567932,0.03268161,458.0567932,0.034499362,458.0567932,0.033473443,458.0567932,0.033165045,458.0567932,0.033925541,458.0567932,0.032776456,458.0567932,0.034805294,458.0567932,0.033654775,458.0567932,0.037778046,458.0567932,0.032543398,458.0567932,0.033646103
456.9853821,0.033987992,456.9853821,0.033214752,456.9853821,0.033280004,456.9853821,0.033658218,456.9853821,0.034195442,456.9853821,0.034197487,456.9853821,0.034000169,456.9853821,0.032890953,456.9853821,0.032801777,456.9853821,0.032849994,456.9853821,0.034599513,456.9853821,0.033782624,456.9853821,0.033713773,456.9853821,0.034422129,456.9853821,0.03344515,456.9853821,0.035296906,456.9853821,0.0341685,456.9853821,0.038294751,456.9853821,0.033123944,456.9853821,0.034192529
456.066864,0.034215774,456.066864,0.033415459,456.066864,0.033713799,456.066864,0.034023486,456.066864,0.034831487,456.066864,0.034288827,456.066864,0.033940237,456.066864,0.033439893,456.066864,0.033393934,456.066864,0.033950035,456.066864,0.035124321,456.066864,0.034169398,456.066864,0.034075759,456.066864,0.034819849,456.066864,0.03443278,456.066864,0.035633605,456.066864,0.034810875,456.066864,0.039115336,456.066864,0.033496346,456.066864,0.034573834
454.9950562,0.034958057,454.9950562,0.034634415,454.9950562,0.034619555,454.9950562,0.034361944,454.9950562,0.034321602,454.9950562,0.034503289,454.9950562,0.034520749,454.9950562,0.033998434,454.9950562,0.033542905,454.9950562,0.03384063,454.9950562,0.035648413,454.9950562,0.03475599,454.9950562,0.034558896,454.9950562,0.03526723,454.9950562,0.034187514,454.9950562,0.036471412,454.9950562,0.035544652,454.9950562,0.039839972,454.9950562,0.033824626,454.9950562,0.034217652
454.0762024,0.035029016,454.0762024,0.035317518,454.0762024,0.035231855,454.0762024,0.035313502,454.0762024,0.034484144,454.0762024,0.034911964,454.0762024,0.034449846,454.0762024,0.03427216,454.0762024,0.034121763,454.0762024,0.034669347,454.0762024,0.03660088,454.0762024,0.035130326,454.0762024,0.035265096,454.0762024,0.035522148,454.0762024,0.034580648,454.0762024,0.036674701,454.0762024,0.035542265,454.0762024,0.040247343,454.0762024,0.034421992,454.0762024,0.034779631
453.0039978,0.035567943,453.0039978,0.034990434,453.0039978,0.034951016,453.0039978,0.03529904,453.0039978,0.034974441,453.0039978,0.035620961,453.0039978,0.034935333,453.0039978,0.034430396,453.0039978,0.034365673,453.0039978,0.034579217,453.0039978,0.035981081,453.0039978,0.035335433,453.0039978,0.035594016,453.0039978,0.035974443,453.0039978,0.035318557,453.0039978,0.03686842,453.0039978,0.035972111,453.0039978,0.041134939,453.0039978,0.03461165,453.0039978,0.035565495
451.9315796,0.03593713,451.9315796,0.035122048,451.9315796,0.035742167,451.9315796,0.035523947,451.9315796,0.035574459,451.9315796,0.036282007,451.9315796,0.035321899,451.9315796,0.034974135,451.9315796,0.034917854,451.9315796,0.034882817,451.9315796,0.036877971,451.9315796,0.0363332,451.9315796,0.035913087,451.9315796,0.036219988,451.9315796,0.035951752,451.9315796,0.037334111,451.9315796,0.036115974,451.9315796,0.041023485,451.9315796,0.034723323,451.9315796,0.035325211
451.012207,0.036742363,451.012207,0.03587617,451.012207,0.035944216,451.012207,0.03603103,451.012207,0.035767071,451.012207,0.035957627,451.012207,0.035250805,451.012207,0.03494459,451.012207,0.034799937,451.012207,0.035218213,451.012207,0.036762729,451.012207,0.036110323,451.012207,0.035853595,451.012207,0.036507506,451.012207,0.035490237,451.012207,0.037763476,451.012207,0.036327146,451.012207,0.041245114,451.012207,0.035685509,451.012207,0.036106158
449.9393921,0.036602627,449.9393921,0.035990756,449.9393921,0.035822924,449.9393921,0.036030438,449.9393921,0.035875242,449.9393921,0.03649354,449.9393921,0.035717547,449.9393921,0.035286237,449.9393921,0.035167657,449.9393921,0.035269842,449.9393921,0.036923401,449.9393921,0.036228567,449.9393921,0.036026753,449.9393921,0.036697686,449.9393921,0.036014043,449.9393921,0.037788156,449.9393921,0.036354475,449.9393921,0.041331455,449.9393921,0.036121488,449.9393921,0.035797738
449.0196838,0.036622144,449.0196838,0.035685956,449.0196838,0.035799649,449.0196838,0.036833987,449.0196838,0.036710814,449.0196838,0.036935858,449.0196838,0.036648843,449.0196838,0.035332259,449.0196838,0.035112448,449.0196838,0.035560776,449.0196838,0.037046269,449.0196838,0.036301903,449.0196838,0.03654521,449.0196838,0.036953021,449.0196838,0.036161296,449.0196838,0.037984774,449.0196838,0.036966439,449.0196838,0.04147255,449.0196838,0.035520885,449.0196838,0.036627863
447.9464722,0.037238207,447.9464722,0.035917502,447.9464722,0.036673293,447.9464722,0.036414515,447.9464722,0.036207382,447.9464722,0.036519051,447.9464722,0.036689207,447.9464722,0.035558727,447.9464722,0.035528075,447.9464722,0.035527907,447.9464722,0.03725671,447.9464722,0.036687009,447.9464722,0.036376458,447.9464722,0.037262179,447.9464722,0.036878988,447.9464722,0.038036931,447.9464722,0.036849428,447.9464722,0.042240333,447.9464722,0.035611887,447.9464722,0.037077758
447.0263977,0.036557008,447.0263977,0.036047172,447.0263977,0.036307108,447.0263977,0.036237292,447.0263977,0.036439121,447.0263977,0.036729489,447.0263977,0.036829591,447.0263977,0.035979085,447.0263977,0.036277842,447.0263977,0.035974361,447.0263977,0.037413921,447.0263977,0.03740368,447.0263977,0.036543123,447.0263977,0.037541021,447.0263977,0.03641646,447.0263977,0.038343355,447.0263977,0.037170328,447.0263977,0.04133527,447.0263977,0.035877436,447.0263977,0.036876339
445.9528198,0.036892965,445.9528198,0.036258791,445.9528198,0.036266193,445.9528198,0.03689843,445.9528198,0.037312277,445.9528198,0.036891498,445.9528198,0.036347806,445.9528198,0.036053304,445.9528198,0.036342431,445.9528198,0.036516629,445.9528198,0.037795216,445.9528198,0.037141591,445.9528198,0.03683731,445.9528198,0.037626687,445.9528198,0.036501367,445.9528198,0.038405932,445.9528198,0.037190743,445.9528198,0.042497922,445.9528198,0.03602352,445.9528198,0.037254903
445.0324097,0.037182678,445.0324097,0.03692681,445.0324097,0.036762279,445.0324097,0.037279669,445.0324097,0.03694744,445.0324097,0.036901023,445.0324097,0.037185244,445.0324097,0.036183015,445.0324097,0.036253754,445.0324097,0.036275085,445.0324097,0.037765905,445.0324097,0.037216745,445.0324097,0.03674721,445.0324097,0.038062952,445.0324097,0.036674164,445.0324097,0.039173633,445.0324097,0.03752115,445.0324097,0.041751713,445.0324097,0.035987746,445.0324097,0.037141114
443.9584351,0.037204929,443.9584351,0.036657464,443.9584351,0.036789045,443.9584351,0.037044887,443.9584351,0.037658699,443.9584351,0.037009902,443.9584351,0.037252139,443.9584351,0.036417276,443.9584351,0.03595639,443.9584351,0.036765408,443.9584351,0.037898134,443.9584351,0.037630893,443.9584351,0.037067525,443.9584351,0.03766587,443.9584351,0.036810458,443.9584351,0.039203435,443.9584351,0.037492678,443.9584351,0.041599959,443.9584351,0.036265515,443.9584351,0.036901023
443.0377197,0.037105106,443.0377197,0.037343815,443.0377197,0.036665041,443.0377197,0.037216689,443.0377197,0.037461326,443.0377197,0.037357863,443.0377197,0.037050329,443.0377197,0.036100954,443.0377197,0.036108632,443.0377197,0.036059521,443.0377197,0.038111165,443.0377197,0.037451759,443.0377197,0.037442729,443.0377197,0.037891723,443.0377197,0.037569162,443.0377197,0.039608426,443.0377197,0.037516523,443.0377197,0.041693382,443.0377197,0.036128379,443.0377197,0.036980841
