Conc_10uM,,Conc_20uM,,Conc_40uM,,Conc_80uM,,Conc_160uM,,Conc_320uM,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs
462.0343933,0.03209379688,462.0343933,0.03070562705,462.0343933,0.03044108115,462.0343933,0.03004685044,462.0343933,0.03098362312,462.0343933,0.02977569029
460.9637756,0.03364859521,460.9637756,0.03140124306,460.9637756,0.03111680783,460.9637756,0.03070948832,460.9637756,0.03117267787,460.9637756,0.03048728406
460.0459595,0.03307667747,460.0459595,0.03174543381,460.0459595,0.0319400318,460.0459595,0.03168147057,460.0459595,0.03199378029,460.0459595,0.03126046434
458.9749451,0.03418533131,458.9749451,0.03293389827,458.9749451,0.03257788718,458.9749451,0.03230639547,458.9749451,0.03326561302,458.9749451,0.03222138435
458.0567932,0.03471255302,458.0567932,0.03318331763,458.0567932,0.03361282125,458.0567932,0.032779973,458.0567932,0.03317719698,458.0567932,0.03251572326
456.9853821,0.03500847518,456.9853821,0.03368188068,456.9853821,0.03360227495,456.9853821,0.03329730406,456.9853821,0.03412764147,456.9853821,0.03280710801
456.066864,0.03536842763,456.066864,0.03426067531,456.066864,0.03401074931,456.066864,0.03366498649,456.066864,0.03399081901,456.066864,0.03387474641
454.9950562,0.03596432135,454.9950562,0.03447335586,454.9950562,0.03518174961,454.9950562,0.03404179588,454.9950562,0.03450364992,454.9950562,0.03389612585
454.0762024,0.03620636836,454.0762024,0.0351042822,454.0762024,0.03514882177,454.0762024,0.03470736742,454.0762024,0.034892831,454.0762024,0.03416813537
453.0039978,0.03634561226,453.0039978,0.03534225374,453.0039978,0.03520122916,453.0039978,0.03473022208,453.0039978,0.0350246951,453.0039978,0.03458614275
451.9315796,0.0380673632,451.9315796,0.03621776402,451.9315796,0.03562292829,451.9315796,0.03482436389,451.9315796,0.03568134829,451.9315796,0.03496855125
451.012207,0.03705596551,451.012207,0.03579574078,451.012207,0.03639706224,451.012207,0.03524867073,451.012207,0.0362476483,451.012207,0.03515547514
449.9393921,0.03751895204,449.9393921,0.03625400737,449.9393921,0.03653690219,449.9393921,0.03548405692,449.9393921,0.03584274277,449.9393921,0.03551414236
449.0196838,0.03765076771,449.0196838,0.03641575575,449.0196838,0.03680845723,449.0196838,0.0357564725,449.0196838,0.03611645475,449.0196838,0.03575194627
447.9464722,0.0375943929,447.9464722,0.03648895025,447.9464722,0.03633069247,447.9464722,0.03655070066,447.9464722,0.0362059474,447.9464722,0.03587074578
447.0263977,0.03775867447,447.0263977,0.03677617013,447.0263977,0.03638833761,447.0263977,0.03601890802,447.0263977,0.03654920682,447.0263977,0.03594207764
445.9528198,0.03800715134,445.9528198,0.03687402606,445.9528198,0.03683533892,445.9528198,0.03621182591,445.9528198,0.03733721375,445.9528198,0.03606019542
445.0324097,0.03896835074,445.0324097,0.0375829041,445.0324097,0.03769568354,445.0324097,0.03645995259,445.0324097,0.03753475472,445.0324097,0.03629427776
443.9584351,0.03848045692,443.9584351,0.03702346236,443.9584351,0.03698566183,443.9584351,0.03635028377,443.9584351,0.03736530989,443.9584351,0.03639135137
443.0377197,0.03839555383,443.0377197,0.03691441193,443.0377197,0.03737349063,443.0377197,0.03664022684,443.0377197,0.03769294545,443.0377197,0.03618324175
441.9633179,0.03795007989,441.9633179,0.03782198951,441.9633179,0.03748288378,441.9633179,0.0365581885,441.9633179,0.03713434562,441.9633179,0.0362567082
441.0422668,0.03866357729,441.0422668,0.0370419845,441.0422668,0.03681451455,441.0422668,0.03663064912,441.0422668,0.03710274026,441.0422668,0.03657435253
439.9674988,0.03849123046,439.9674988,0.0377368778,439.9674988,0.0372326225,439.9674988,0.03650643677,439.9674988,0.03730533645,439.9674988,0.03673655912
439.0461121,0.03823617473,439.0461121,0.03720509633,439.0461121,0.03763786331,439.0461121,0.03661972284,439.0461121,0.03734059632,439.0461121,0.03733851016
437.9709778,0.03866137192,437.9709778,0.03716795892,437.9709778,0.03710172325,437.9709778,0.03656880558,437.9709778,0.03710767254,437.9709778,0.037149176
437.0492554,0.03817591071,437.0492554,0.03697844595,437.0492554,0.03690327704,437.0492554,0.03710995615,437.0492554,0.03687242046,437.0492554,0.03664873168
435.9737244,0.03802805766,435.9737244,0.03677577525,435.9737244,0.03669985384,435.9737244,0.03606748208,435.9737244,0.03679620102,435.9737244,0.03600383177
435.0516663,0.03859145567,435.0516663,0.03698106855,435.0516663,0.03652282432,435.0516663,0.03591978177,435.0516663,0.03661676496,435.0516663,0.03594525531
433.975769,0.03812978789,433.975769,0.0367875807,433.975769,0.03624469042,433.975769,0.03645919263,433.975769,0.03636646643,433.975769,0.03569638357
433.0533752,0.03755741939,433.0533752,0.03649590537,433.0533752,0.03624947742,433.0533752,0.03586475551,433.0533752,0.03639132157,433.0533752,0.03612528741
431.9770813,0.03853499144,431.9770813,0.03604523093,431.9770813,0.03667132184,431.9770813,0.03550256789,431.9770813,0.03638417274,431.9770813,0.03588058427
431.0543823,0.03742574528,431.0543823,0.0366486758,431.0543823,0.0366121456,431.0543823,0.03608655185,431.0543823,0.03623692691,431.0543823,0.035505265
429.9777222,0.03711302951,429.9777222,0.03647048399,429.9777222,0.03604441509,429.9777222,0.0353574194,429.9777222,0.03620763496,429.9777222,0.03561424464
429.0546875,0.03723115474,429.0546875,0.03638797253,429.0546875,0.03585103527,429.0546875,0.03533854708,429.0546875,0.03584814072,429.0546875,0.03527958319
427.9776611,0.03794290498,427.9776611,0.03582964465,427.9776611,0.03548251092,427.9776611,0.0354234986,427.9776611,0.03587434441,427.9776611,0.03480821103
427.0543213,0.03693132102,427.0543213,0.03573901951,427.0543213,0.03597975895,427.0543213,0.03490234166,427.0543213,0.0359184593,427.0543213,0.03513097018
425.9768982,0.03697912395,425.9768982,0.03601555899,425.9768982,0.03564535081,425.9768982,0.03512019292,425.9768982,0.03572277352,425.9768982,0.03509257734
425.0532227,0.03798449039,425.0532227,0.03608644009,425.0532227,0.03583121672,425.0532227,0.03511121497,425.0532227,0.03605811298,425.0532227,0.03506229818
423.9754333,0.03645989671,423.9754333,0.03528340161,423.9754333,0.03567954898,423.9754333,0.03458916768,423.9754333,0.03531159088,423.9754333,0.03468866646
423.0514526,0.03657046705,423.0514526,0.03564462066,423.0514526,0.03513332829,423.0514526,0.03496987,423.0514526,0.03549863771,423.0514526,0.03478905559
421.9732666,0.03753718361,421.9732666,0.03559277952,421.9732666,0.03512241319,421.9732666,0.0344991684,421.9732666,0.03543588519,421.9732666,0.0350474529
421.0489807,0.03632374108,421.0489807,0.03489117697,421.0489807,0.03466368467,421.0489807,0.03436404467,421.0489807,0.03487502038,421.0489807,0.03490329534
419.9704285,0.03621579334,419.9704285,0.03487529978,419.9704285,0.03508205339,419.9704285,0.0341825597,419.9704285,0.03458986804,419.9704285,0.03433712199
419.0458069,0.03586107492,419.0458069,0.03484500572,419.0458069,0.0349990502,419.0458069,0.03388353437,419.0458069,0.03470613435,419.0458069,0.03438334912
417.9669189,0.03601024672,417.9669189,0.03515856341,417.9669189,0.03470251709,417.9669189,0.0341624245,417.9669189,0.03467156366,417.9669189,0.0341793932
417.0419922,0.03543524072,417.0419922,0.03453635797,417.0419922,0.03430821002,417.0419922,0.03376214579,417.0419922,0.03455942869,417.0419922,0.03394776583
415.9627075,0.03520296887,415.9627075,0.03415511549,415.9627075,0.03405030817,415.9627075,0.03365043923,415.9627075,0.03415152803,415.9627075,0.0336494036
415.0374756,0.03525945172,415.0374756,0.03481070697,415.0374756,0.03399065137,415.0374756,0.03364694491,415.0374756,0.0339762345,415.0374756,0.0335181281
413.9578247,0.03507621586,413.9578247,0.03376927972,413.9578247,0.03344976157,413.9578247,0.03313839063,413.9578247,0.03396786377,413.9578247,0.03337400407
413.0322876,0.03545515239,413.0322876,0.03360037506,413.0322876,0.03326410428,413.0322876,0.03337109461,413.0322876,0.03355646506,413.0322876,0.03313713148
411.952301,0.03455749527,411.952301,0.03336628899,411.952301,0.03315168992,411.952301,0.03276760876,411.952301,0.03342913091,411.952301,0.03309774026
411.0264282,0.0340558812,411.0264282,0.03342116252,411.0264282,0.03294389695,411.0264282,0.03255514428,411.0264282,0.03333361074,411.0264282,0.03267569467
409.9460754,0.03414993361,409.9460754,0.03314833716,409.9460754,0.03310408071,409.9460754,0.03226512671,409.9460754,0.03305863217,409.9460754,0.03250905499
409.0198975,0.03377669305,409.0198975,0.03280831128,409.0198975,0.03253154084,409.0198975,0.0321615003,409.0198975,0.03289092332,409.0198975,0.03245105967
407.9391785,0.03367743269,407.9391785,0.03228506446,407.9391785,0.03208440542,407.9391785,0.03172145784,407.9391785,0.03245496377,407.9391785,0.03201074898
407.0126953,0.03327938914,407.0126953,0.03195178881,407.0126953,0.03193771839,407.0126953,0.03185400367,407.0126953,0.0321916379,407.0126953,0.03163391352
405.9316406,0.03294115886,405.9316406,0.03206118941,405.9316406,0.0318717733,405.9316406,0.0309211053,405.9316406,0.03185129911,405.9316406,0.03123083897
405.0048523,0.03355571255,405.0048523,0.03164482489,405.0048523,0.03180495277,405.0048523,0.03060603887,405.0048523,0.03140052035,405.0048523,0.03118472174
403.9234009,0.0322108455,403.9234009,0.03121142276,403.9234009,0.03150591627,403.9234009,0.0305001419,403.9234009,0.03094556741,403.9234009,0.03065815009
402.9963379,0.03174654767,402.9963379,0.0306015946,402.9963379,0.0306136217,402.9963379,0.02993454412,402.9963379,0.03079898655,402.9963379,0.03042011708
402.0690918,0.03156542778,402.0690918,0.03032759018,402.0690918,0.03012311459,402.0690918,0.02980144508,402.0690918,0.03041181713,402.0690918,0.03076080605
400.9871521,0.03102579899,400.9871521,0.03014106676,400.9871521,0.03035101853,400.9871521,0.02999448031,400.9871521,0.03038652427,400.9871521,0.03002329916
400.0596313,0.03105115518,400.0596313,0.02999855764,400.0596313,0.02986840531,400.0596313,0.02932091057,400.0596313,0.03025792167,400.0596313,0.02962853387
398.9773254,0.03156679124,398.9773254,0.02961645089,398.9773254,0.02944294736,398.9773254,0.0290208403,398.9773254,0.02994430624,398.9773254,0.02940544114
398.0494995,0.03075322136,398.0494995,0.02937702276,398.0494995,0.02925948985,398.0494995,0.02870114706,398.0494995,0.02980807237,398.0494995,0.02963756956
396.9668579,0.03119904548,396.9668579,0.02906099707,396.9668579,0.02898555622,396.9668579,0.0285128057,396.9668579,0.03006507643,396.9668579,0.02924797125
396.0387268,0.03035945818,396.0387268,0.02882923372,396.0387268,0.02911145613,396.0387268,0.0284608677,396.0387268,0.0291133672,396.0387268,0.02887999825
394.955719,0.03131248429,394.955719,0.02865861729,394.955719,0.02911145613,394.955719,0.02800738066,394.955719,0.02911392041,394.955719,0.02886339836
394.0273132,0.03059395589,394.0273132,0.0287219435,394.0273132,0.02851695195,394.0273132,0.02833692357,394.0273132,0.02899955772,394.0273132,0.02976939827
392.9439697,0.02954642661,392.9439697,0.02865651436,392.9439697,0.02848646231,392.9439697,0.02826227061,392.9439697,0.0292256549,392.9439697,0.02861564793
392.0152283,0.03063248284,392.0152283,0.02927729487,392.0152283,0.02821110934,392.0152283,0.02784922905,392.0152283,0.02886265144,392.0152283,0.02896054089
390.9315491,0.03015668876,390.9315491,0.02910074405,390.9315491,0.02867553942,390.9315491,0.02814882435,390.9315491,0.02938156575,390.9315491,0.02921026014
390.002533,0.02949647047,390.002533,0.029157741,390.002533,0.02914356813,390.002533,0.02823867835,390.002533,0.02925433964,390.002533,0.02910932526
389.0733948,0.03020749614,389.0733948,0.02855344117,389.0733948,0.02894227766,389.0733948,0.02856391855,389.0733948,0.02907431126,389.0733948,0.02969729714
387.9892273,0.03096038289,387.9892273,0.02850313112,387.9892273,0.0288045872,387.9892273,0.0283342991,387.9892273,0.02918620035,387.9892273,0.03021321259
387.0597839,0.03121996298,387.0597839,0.02885803208,387.0597839,0.02931005508,387.0597839,0.02836461179,387.0597839,0.02997780964,387.0597839,0.02989466675
385.9752502,0.03052480146,385.9752502,0.02901082113,385.9752502,0.02896997705,385.9752502,0.02878956683,385.9752502,0.02988082916,385.9752502,0.03016293235
385.0455017,0.03040776402,385.0455017,0.02921563201,385.0455017,0.02915289626,385.0455017,0.02907691337,385.0455017,0.03037414327,385.0455017,0.03071807325
383.9606628,0.03100959025,383.9606628,0.0297856424,383.9606628,0.02942308597,383.9606628,0.02978331409,383.9606628,0.03036681376,383.9606628,0.03055326827
383.0306396,0.03103650361,383.0306396,0.02980685234,383.0306396,0.02958014794,383.0306396,0.02957227826,383.0306396,0.03063423187,383.0306396,0.03095321171
381.9454346,0.0311460346,381.9454346,0.0301420372,381.9454346,0.02991349623,381.9454346,0.02957045101,381.9454346,0.03096844442,381.9454346,0.03157408535
381.0151367,0.0315110907,381.0151367,0.03120410815,381.0151367,0.0306173712,381.0151367,0.03006038815,381.0151367,0.03177862987,381.0151367,0.0318595469
379.9295959,0.03288682178,379.9295959,0.03092766553,379.9295959,0.03072629869,379.9295959,0.03062670492,379.9295959,0.03192314506,379.9295959,0.03264700621
378.9990234,0.0322570987,378.9990234,0.03125634789,378.9990234,0.03179211169,378.9990234,0.031105211,378.9990234,0.032297723,378.9990234,0.03283670172
378.0682678,0.0329839997,378.0682678,0.03150808439,378.0682678,0.03182322159,378.0682678,0.03134929389,378.0682678,0.03269637749,378.0682678,0.03316135705
376.9822693,0.0339002125,376.9822693,0.03268674761,376.9822693,0.03251725808,376.9822693,0.03207406402,376.9822693,0.03332852572,376.9822693,0.03408690169
376.0512695,0.03417855501,376.0512695,0.0330927968,376.0512695,0.03291602805,376.0512695,0.03304198384,376.0512695,0.03425148502,376.0512695,0.03561961278
374.9649048,0.03478381038,374.9649048,0.03366199136,374.9649048,0.03333808482,374.9649048,0.03359645978,374.9649048,0.03470386192,374.9649048,0.03553015366
374.0336304,0.03518539667,374.0336304,0.03409160674,374.0336304,0.03471297398,374.0336304,0.03396058455,374.0336304,0.03557915241,374.0336304,0.03603561223
372.9469604,0.03708238155,372.9469604,0.03469326347,372.9469604,0.03491516411,372.9469604,0.03464915976,372.9469604,0.03637766838,372.9469604,0.03806583583
372.0153809,0.03644967824,372.0153809,0.0355313085,372.0153809,0.03568205237,372.0153809,0.03600043058,372.0153809,0.03735142946,372.0153809,0.03827261552
370.9283752,0.03690204024,370.9283752,0.03598304838,370.9283752,0.03639354557,370.9283752,0.03649787605,370.9283752,0.03779676929,370.9283752,0.03849488124
369.996521,0.03792434558,369.996521,0.03691717237,369.996521,0.03705920652,369.996521,0.03741377965,369.996521,0.03888805211,369.996521,0.04005324468
369.0645447,0.03831513599,369.0645447,0.03775446862,369.0645447,0.03740252182,369.0645447,0.03791239858,369.0645447,0.03901297972,369.0645447,0.04032999277
367.9770813,0.03897576779,367.9770813,0.03810242936,367.9770813,0.03802099451,367.9770813,0.03807493672,367.9770813,0.03947541863,367.9770813,0.04131568223
367.0448303,0.04004200548,367.0448303,0.03912493587,367.0448303,0.03890492767,367.0448303,0.03900890052,367.0448303,0.04011493549,367.0448303,0.04227557033
365.9570313,0.0405648537,365.9570313,0.03940205649,365.9570313,0.03950464725,365.9570313,0.03953779116,365.9570313,0.04143755138,365.9570313,0.0427890569
365.0245056,0.04177436978,365.0245056,0.03988369554,365.0245056,0.04003601521,365.0245056,0.0399421826,365.0245056,0.04204072431,365.0245056,0.04350984097
363.9363708,0.04117922112,363.9363708,0.04010712728,363.9363708,0.04044124112,363.9363708,0.04033752158,363.9363708,0.041923251,363.9363708,0.04343765229
363.0035706,0.04183641821,363.0035706,0.04055092484,363.0035706,0.0410457924,363.0035706,0.04064318538,363.0035706,0.0424718298,363.0035706,0.04393040761
362.0706482,0.04251470789,362.0706482,0.04143447429,362.0706482,0.04101506621,362.0706482,0.04116208851,362.0706482,0.04284647852,362.0706482,0.04449782148
360.9820557,0.04210086912,360.9820557,0.04138643667,360.9820557,0.04142265767,360.9820557,0.04160642624,360.9820557,0.0429135114,360.9820557,0.04523960128
360.0488586,0.04257446527,360.0488586,0.04238311946,360.0488586,0.04172677919,360.0488586,0.04186554998,360.0488586,0.0438263379,360.0488586,0.04544249922
358.9599609,0.0428651087,358.9599609,0.04158338159,358.9599609,0.0417089127,358.9599609,0.04214699194,358.9599609,0.04344938323,358.9599609,0.04566570371
358.0264893,0.04260410368,358.0264893,0.04177853093,358.0264893,0.04201457649,358.0264893,0.04185292125,358.0264893,0.04358289763,358.0264893,0.04583637416
356.9372864,0.04345753789,356.9372864,0.04260769859,356.9372864,0.04255833104,356.9372864,0.04219982028,356.9372864,0.04432884976,356.9372864,0.04599384591
356.00354,0.04317421466,356.00354,0.04254722595,356.00354,0.04263611138,356.00354,0.04263371229,356.00354,0.04454494268,356.00354,0.04663687572
355.0696716,0.04405352473,355.0696716,0.0427660048,355.0696716,0.04243483767,355.0696716,0.04292273894,355.0696716,0.0447287485,355.0696716,0.04641688615
353.980011,0.04406647384,353.980011,0.04307610169,353.980011,0.04295928776,353.980011,0.04305129126,353.980011,0.04495445639,353.980011,0.04667872563
353.0458679,0.04394232109,353.0458679,0.04287547991,353.0458679,0.04327404127,353.0458679,0.04312981665,353.0458679,0.04453800246,353.0458679,0.04678584635
351.9559021,0.04337878153,351.9559021,0.04275643826,351.9559021,0.04293982685,351.9559021,0.04317095503,351.9559021,0.04472989589,351.9559021,0.04653869569
351.0215149,0.04352443293,351.0215149,0.04287327826,351.0215149,0.04293468595,351.0215149,0.04319411516,351.0215149,0.0446808897,351.0215149,0.04674666747
349.9312134,0.04386602715,349.9312134,0.04280422628,349.9312134,0.04272987321,349.9312134,0.04339451343,349.9312134,0.04497515783,349.9312134,0.04718890786
348.9965515,0.04427111521,348.9965515,0.04304760322,348.9965515,0.04313993454,348.9965515,0.04318788275,348.9965515,0.04542053863,348.9965515,0.0472522527
348.0617676,0.04359981045,348.0617676,0.0428911373,348.0617676,0.04288836569,348.0617676,0.04320406541,348.0617676,0.04481208324,348.0617676,0.04690265283
346.9710388,0.04351003841,346.9710388,0.04261949286,346.9710388,0.04292845353,346.9710388,0.04308541864,346.9710388,0.04507654533,346.9710388,0.04743608087
346.0360107,0.04329960793,346.0360107,0.04277285933,346.0360107,0.04294297099,346.0360107,0.04297080636,346.0360107,0.04482221603,346.0360107,0.04759058356
344.9449768,0.04349993914,344.9449768,0.04300956056,344.9449768,0.04329080135,344.9449768,0.04318862781,344.9449768,0.04488323629,344.9449768,0.04770968854
344.0096741,0.04359840974,344.0096741,0.04276820645,344.0096741,0.04303053766,344.0096741,0.04345905408,344.0096741,0.04498939589,344.0096741,0.04781119525
343.0742493,0.04352466017,343.0742493,0.04294948652,343.0742493,0.04306346551,343.0742493,0.04342741147,343.0742493,0.04516824707,343.0742493,0.04790683091
341.9827881,0.04336885363,341.9827881,0.04257620499,341.9827881,0.0428958796,341.9827881,0.04316812754,341.9827881,0.04481191188,341.9827881,0.04793501645
341.0470886,0.04316626862,341.0470886,0.04265690222,341.0470886,0.04266889766,341.0470886,0.04311166331,341.0470886,0.04497644678,341.0470886,0.04814981669
339.9553223,0.04322082177,339.9553223,0.04227242991,339.9553223,0.04299478233,339.9553223,0.04280479997,339.9553223,0.04475764185,339.9553223,0.04839241505
339.0194092,0.04316615313,339.0194092,0.04251296818,339.0194092,0.0425004065,339.0194092,0.04292791337,339.0194092,0.04543531314,339.0194092,0.04839267582
337.9273376,0.04260707274,337.9273376,0.04245119169,337.9273376,0.04257886112,337.9273376,0.04272067547,337.9273376,0.04494489729,337.9273376,0.04825241119
336.9911499,0.04286136478,336.9911499,0.04234274104,336.9911499,0.04257806018,336.9911499,0.04270973802,336.9911499,0.04519042373,336.9911499,0.04875665531
336.0548401,0.04317075759,336.0548401,0.04206336662,336.0548401,0.04226846248,336.0548401,0.04235532507,336.0548401,0.04490241036,336.0548401,0.04852294177
334.9623413,0.04268268868,334.9623413,0.04166668281,334.9623413,0.04192439094,334.9623413,0.04251944646,334.9623413,0.04518758133,334.9623413,0.04915439337
334.0257874,0.04245941341,334.0257874,0.04166261107,334.0257874,0.04194240645,334.0257874,0.0424195379,334.0257874,0.04501509294,334.0257874,0.04965048656
332.9329834,0.04259976372,332.9329834,0.04169306904,332.9329834,0.04178223759,332.9329834,0.04245784506,332.9329834,0.04534533247,332.9329834,0.04975784943
331.9961853,0.04232450575,331.9961853,0.04156249762,331.9961853,0.04170201719,331.9961853,0.04202523828,331.9961853,0.04511996731,331.9961853,0.04993623868
331.0592651,0.04196715727,331.0592651,0.04149542004,331.0592651,0.04198446497,331.0592651,0.04247645661,331.0592651,0.04522604495,331.0592651,0.05077674985
329.9660339,0.0419231914,329.9660339,0.04142060503,329.9660339,0.041710224,329.9660339,0.04224104434,329.9660339,0.04594803602,329.9660339,0.05110266432
329.0288696,0.04251091182,329.0288696,0.04105674475,329.0288696,0.04177331552,329.0288696,0.04214325547,329.0288696,0.04570449516,329.0288696,0.05150628835
327.9353638,0.04195338488,327.9353638,0.04090543091,327.9353638,0.04159417748,327.9353638,0.04233677685,327.9353638,0.04610065371,327.9353638,0.05175980926
326.9979248,0.04139722884,326.9979248,0.04116146266,326.9979248,0.04159380496,326.9979248,0.04231939837,326.9979248,0.04581520334,326.9979248,0.05254902318
326.0603943,0.04182276502,326.0603943,0.04102058336,326.0603943,0.04154529423,326.0603943,0.04269905388,326.0603943,0.0462520048,326.0603943,0.053111054
324.9664917,0.04146016389,324.9664917,0.04115207121,324.9664917,0.04169466347,324.9664917,0.04259428009,324.9664917,0.04670795053,324.9664917,0.05427813157
324.028717,0.04157295451,324.028717,0.04141206294,324.028717,0.04187666625,324.028717,0.04285476357,324.028717,0.04759456962,324.028717,0.05490605906
322.9344788,0.04232755676,322.9344788,0.04152883217,322.9344788,0.04172119498,322.9344788,0.04321447387,322.9344788,0.04763824493,322.9344788,0.05568338558
321.99646,0.04188618809,321.99646,0.0416014418,321.99646,0.04223622382,321.99646,0.04340392351,321.99646,0.04814223945,321.99646,0.05639675632
321.0583496,0.04199432954,321.0583496,0.04162477329,321.0583496,0.04239402339,321.0583496,0.04365613684,321.0583496,0.04867131636,321.0583496,0.05735644698
319.9637146,0.04225359857,319.9637146,0.04153842852,319.9637146,0.04273986816,319.9637146,0.04386596754,319.9637146,0.04931037873,319.9637146,0.05851053819
319.0253601,0.04268157482,319.0253601,0.04179577529,319.0253601,0.04275317863,319.0253601,0.04456917942,319.0253601,0.04977340996,319.0253601,0.05970334634
317.9304504,0.04258131608,317.9304504,0.04208578169,317.9304504,0.04315406084,317.9304504,0.04505965859,317.9304504,0.05058446527,317.9304504,0.06137150899
316.9918518,0.04274958,316.9918518,0.04239045456,316.9918518,0.04306949675,316.9918518,0.04543358833,316.9918518,0.05112436041,316.9918518,0.06236190349
316.0531311,0.04318047687,316.0531311,0.04280491173,316.0531311,0.04397036508,316.0531311,0.04592334852,316.0531311,0.05240647495,316.0531311,0.0636177659
314.9577942,0.043880146,314.9577942,0.04370502755,314.9577942,0.04425073788,314.9577942,0.04645713046,314.9577942,0.05315417424,314.9577942,0.06529778242
314.0188599,0.04404086247,314.0188599,0.04364508763,314.0188599,0.04454296455,314.0188599,0.04676517472,314.0188599,0.05403137207,314.0188599,0.06685577333
312.9232788,0.04400654137,312.9232788,0.04365519434,312.9232788,0.04498291016,312.9232788,0.04757371545,312.9232788,0.05537412688,312.9232788,0.0690324381
311.9840698,0.04447120801,311.9840698,0.04419235513,311.9840698,0.0454944931,311.9840698,0.04830763862,311.9840698,0.05618567392,311.9840698,0.07077845186
311.0447693,0.04462348297,311.0447693,0.04423660785,311.0447693,0.04615716264,311.0447693,0.04911314696,311.0447693,0.05798123777,311.0447693,0.07371400297
309.9487915,0.04485473409,309.9487915,0.04494464025,309.9487915,0.04665938392,309.9487915,0.05002595112,309.9487915,0.05978330597,309.9487915,0.07694046944
309.0092468,0.0454454571,309.0092468,0.04537470266,309.0092468,0.04740790278,309.0092468,0.05140426382,309.0092468,0.06185573712,309.0092468,0.08129892498
308.0696106,0.04617633671,308.0696106,0.04554060474,308.0696106,0.04819652438,308.0696106,0.0524998568,308.0696106,0.06414855272,308.0696106,0.08481585234
306.9732361,0.04637019336,306.9732361,0.04638525844,306.9732361,0.04908253625,306.9732361,0.05397605896,306.9732361,0.06666211784,306.9732361,0.09128849208
306.0333557,0.04663903639,306.0333557,0.04718400165,306.0333557,0.05039883405,306.0333557,0.05604878813,306.0333557,0.07094739377,306.0333557,0.09814859927
304.9367065,0.04666759819,304.9367065,0.04757264629,304.9367065,0.0513792634,304.9367065,0.05893681943,304.9367065,0.07611934096,304.9367065,0.1074644774
303.9966125,0.0473000221,303.9966125,0.04844644666,303.9966125,0.05294594914,303.9966125,0.06172215939,303.9966125,0.08213685453,303.9966125,0.1201941371
303.056427,0.0477001518,303.056427,0.04882938415,303.056427,0.05420548469,303.056427,0.06446934491,303.056427,0.08784601837,303.056427,0.1307065338
301.9593811,0.04800029099,301.9593811,0.04989189655,301.9593811,0.05646355078,301.9593811,0.06750923395,301.9593811,0.09569125623,301.9593811,0.1435137689
301.0189514,0.04921767861,301.0189514,0.05097980425,301.0189514,0.05867771059,301.0189514,0.07258052379,301.0189514,0.1052847803,301.0189514,0.1632768363
299.9216309,0.049317047,299.9216309,0.05206250772,299.9216309,0.0617454946,299.9216309,0.07874339074,299.9216309,0.1152666584,299.9216309,0.1851018518
298.9809875,0.05035086721,298.9809875,0.05398763716,298.9809875,0.06454712898,298.9809875,0.08433672041,298.9809875,0.1279295534,298.9809875,0.2098363638
298.0402222,0.05134578422,298.0402222,0.0550827533,298.0402222,0.06653945148,298.0402222,0.08905207366,298.0402222,0.13663809,298.0402222,0.2270672023
296.9425354,0.05203247815,296.9425354,0.05565422401,296.9425354,0.0688540116,296.9425354,0.09243926406,296.9425354,0.145931676,296.9425354,0.2461408377
296.0015564,0.0527737774,296.0015564,0.05828407034,296.0015564,0.07187176496,296.0015564,0.09960173815,296.0015564,0.1588203907,296.0015564,0.2714508474
295.0604553,0.05311602727,295.0604553,0.05846308917,295.0604553,0.0742919594,295.0604553,0.1047141403,295.0604553,0.1720594913,295.0604553,0.2969405353
293.9624023,0.0541006811,293.9624023,0.06037260219,293.9624023,0.07754030824,293.9624023,0.1112175733,293.9624023,0.1812265962,293.9624023,0.3160349131
293.0210876,0.05428593606,293.0210876,0.06111773849,293.0210876,0.07980268449,293.0210876,0.11387638,293.0210876,0.1883735806,293.0210876,0.3302187026
291.92276,0.05451200157,291.92276,0.06229963154,291.92276,0.08091296256,291.92276,0.1177485138,291.92276,0.1962674856,291.92276,0.3444914818
290.9812317,0.05592784658,290.9812317,0.06279488653,290.9812317,0.08312719315,290.9812317,0.1207718253,290.9812317,0.2026720345,290.9812317,0.359408766
290.0396118,0.05572326109,290.0396118,0.06378697604,290.0396118,0.08476824313,290.0396118,0.1246152148,290.0396118,0.2099060714,290.0396118,0.3720363081
288.940918,0.05600211024,288.940918,0.06446874887,288.940918,0.08617538959,288.940918,0.1277169138,288.940918,0.2166877836,288.940918,0.384991914
287.999054,0.05659434572,287.999054,0.06487563998,287.999054,0.08720111847,287.999054,0.1289692968,287.999054,0.2208047509,287.999054,0.3953994811
287.0571289,0.05631573498,287.0571289,0.06515096128,287.0571289,0.08798642457,287.0571289,0.1316668838,287.0571289,0.2251384109,287.0571289,0.4015751779
285.9580688,0.05722701922,285.9580688,0.06637441367,285.9580688,0.08910492063,285.9580688,0.1336003542,285.9580688,0.2301556617,285.9580688,0.4128952026
285.0158997,0.05691925809,285.0158997,0.0664107278,285.0158997,0.09060200304,285.0158997,0.1354444027,285.0158997,0.2330363691,285.0158997,0.420101732
284.0736389,0.05694038793,284.0736389,0.06660710275,284.0736389,0.09089648724,284.0736389,0.136981383,284.0736389,0.2359523624,284.0736389,0.4250155091
